name_native,locale_id,Geo Region,summary_en,name_en,wikipedia_url_en,image_url,alt_names,how_to_eat_en,tags,Season,Notes,Often Contains,Meal
escabeche,es-LA,"Spain, Portugal, Philippines, Latin America",poached or fried fish that is marinated in an acidic mixture before serving,,https://en.wikipedia.org/wiki/Escabeche,https://upload.wikimedia.org/wikipedia/commons/e/e7/Taniguejf.JPG,,,,,,,Main
gazpacho,es-LA,"Spain, Andalusia","a cold soup made with raw tomato, cucumber, pepper, onion and some garlic, olive oil, wine vinegar, water, and salt",,https://en.wikipedia.org/wiki/Gazpacho,https://upload.wikimedia.org/wikipedia/commons/3/35/Gazpacho_con_su_guarnici%C3%B3n_-_jlastras.jpg,,,,summer,,,Side
paella,es-LA,"Spain, Valencia","a saffron rice dish traditionally made with chicken, rabbit, and butter beans",,https://en.wikipedia.org/wiki/Paella,https://upload.wikimedia.org/wikipedia/commons/e/ed/01_Paella_Valenciana_original.jpg,,,,,,⚠️ Shellfish,Main
pisto,es-LA,"Spain, Murcia, Castilla La Mancha, Extremadura","a stew made of tomatoes, onions, eggplant or courgettes, green and red peppers, and olive oil.",,https://en.wikipedia.org/wiki/Pisto,https://upload.wikimedia.org/wikipedia/commons/9/93/Pisto.jpg,pisto manchego,,,,,,Side
adobong baboy,tl-PH,Philippines,"pork that is marinated in vinegar, soy sauce, garlic, bay leaves, and black peppercorns, browned in oil, and simmered in the marinade",pork adobo,https://en.wikipedia.org/wiki/Philippine_adobo,https://upload.wikimedia.org/wikipedia/commons/5/54/Pork_adobo_with_shallots.jpg,,,filipino,,,🐖 Pork,Main
adobong manók,tl-PH,Philippines,"chicken that is marinated in vinegar, soy sauce, garlic, bay leaves, and black peppercorns, browned in oil, and simmered in the marinade",chicken adobo,https://en.wikipedia.org/wiki/Philippine_adobo,https://upload.wikimedia.org/wikipedia/commons/c/c7/Chicken_Adobo_over_rice.jpg,,,filipino,,,🍗 Poultry,Main
adobong pusit,tl-PH,Philippines,"squid that is marinated in vinegar, soy sauce, garlic, bay leaves, and black peppercorns, browned in oil, and simmered in the marinade",squid adobo,https://en.wikipedia.org/wiki/Philippine_adobo,https://upload.wikimedia.org/wikipedia/commons/d/dd/Adobong_pusit_%28squid_adobo%29_-_Philippines.jpg,,,filipino,,,,Main
bagoóng,tl-PH,Philippines,condiment partially or completely made of either fermented fish (bagoóng) or krill or shrimp paste (alamáng) with salt,,"https://en.wikipedia.org/wiki/Bagoong#:~:text=Bago%C3%B3ng%20(Tagalog%20pronunciation%3A%20%5Bb%C9%90%C9%A1u%CB%88o%C5%8B,fish%20sauce%20known%20as%20pat%C3%ADs.",https://upload.wikimedia.org/wikipedia/commons/d/de/Bagoong_1.JPG,bagoong,,filipino,,,"⚠️ Fish,⚠️ Shellfish",Condiment
bagoong alamang,tl-PH,Philippines,condiment made from fermented krill or shrimp paste,fermented shrimp paste,https://en.wikipedia.org/wiki/Bagoong,https://upload.wikimedia.org/wikipedia/commons/d/de/Bagoong_1.JPG,,,flipino,,,⚠️ Shellfish,Condiment
bagoong fried rice,tl-PH,Philippines,"fried rice dish cooked by stir-frying pre-cooked rice with sauteed bagoong alamang (shrimp paste), toasted garlic, spring onions, shallots, julienned sour green mangoes (which balances the saltiness of the shrimp paste), and optionally other ingredients like chilis, cucumbers, jicamas, carrots, scrambled eggs, chicharon, and tomatoes",shrimp paste fried rice,https://en.wikipedia.org/wiki/Bagoong_fried_rice,https://upload.wikimedia.org/wikipedia/commons/b/b6/Blanket_fried_rice.jpg,binagoongan fried rice,,filipino,,,"⚠️ Fish,Fermented",Side
bibingka,tl-PH,Philippines,"a baked cake typically made with rice flour, coconut milk, sugar, eggs and butter or milk and baked on a banana leaf
",,https://en.wikipedia.org/wiki/Bibingka,https://upload.wikimedia.org/wikipedia/commons/8/82/Bebinca.jpg,,,filipino,Christmas,,"⚠️ Egg,⚠️ Milk",Snack (Sweet)/Dessert
binagoongan baboy,tl-PH,Philippines,pork belly sauteed and then stewed with shrimp paste,,https://en.wikipedia.org/wiki/Binagoongan,https://upload.wikimedia.org/wikipedia/commons/f/fe/4336Cuisine_and_foods_of_Baliuag%2C_Bulacan_08.jpg,,Typically served with rice and fried eggplant on the side,filipino,,Can be spicy,🐖 Pork,Main
bistek tagalog,tl-PH,Philippines,"thin slices of beef and onions, stewed in a soy sauce and lemon juice mixture until the beef gets very tender",filipino beef steak,,,,,filipino,,,🐄 Beef,Main
buko pandan,tl-PH,Philippines,"mixture of fresh young coconut, gelatin, and nata de coco in cream topped with peaches and pinipig (rice crispies)",,,,,,filipino,,,,Snack (Sweet)/Dessert
bulalo,tl-PH,Philippines,clear broth soup made with simmered beef shank and beef marrow with vegetables,beef shank soup,https://en.wikipedia.org/wiki/Bulalo,https://upload.wikimedia.org/wikipedia/commons/e/e2/Bulalo%2C_Pamana._%28Philippines%29.jpg,,,filipino,,,🐄 Beef,Side
chicharon bulaklak,tl-PH,Philippines,deep fried ruffle fat (mesentery),deep fried ruffle fat,,,,Often served with a vinegar dipping sauce,"pork,filipino",,,🐖 Pork,Snack (Savory)
crispy pata,tl-PH,Philipino,deep fried pig trotters or knuckles served with a soy-vinegar dip,,https://en.wikipedia.org/wiki/Crispy_pata,https://upload.wikimedia.org/wikipedia/commons/1/1d/Patio_Filipino_crispy_pata.JPG,,,filipino,,,🐖 Pork,Main
daing na bangus,tl-PH,Philippines,"milkfish that is marinated in a mixture composed of vinegar, crushed peppercorn, garlic, and salt and then fried until crispy",,,,,,filipino,,,⚠️ Fish,Main
ensaladang mangga,tl-PH,Philippines,"diced green mangoes, tomatoes, red onions and salted egg, mixed with cooked bagoong",green mango salad,,,,,,,,,
ensaladang talong,tl-PH,Philippines,"salad composed of grilled eggplant, tomatoes, onions and bagoong",eggplant salad,,,,,filipino,,,"⚠️ Fish,⚠️ Shellfish",Side
ginataang kalabasa,tl-PH,Philippines,"a creamy, vegetable stew made from calabaza (winter squash) with shrimp, yardlong beans in coconut milk, bagoong or patis and spices",squash in coconut milk,https://en.wikipedia.org/wiki/Ginataang_kalabasa,https://upload.wikimedia.org/wikipedia/commons/4/4b/Ginataang_kalabasa_at_hipon_%28shrimp%2C_calabaza%2C_green_beans%2C_and_eggplant_in_coconut_milk%29_-_Philippines.jpg,,,filipino,,,⚠️ Shellfish,Main
halo-halo,tl-PH,Philippines,"dessert made from crushed ice, evaporated milk or coconut milk, and various ingredients including ube jam (ube halaya), sweetened kidney beans or garbanzo beans, coconut strips, sago, gulaman (agar), pinipig, boiled taro or soft yams in cubes, flan, slices or portions of fruit preserves and other root crop preserves and topped with a scoop of ube ice cream
",,https://en.wikipedia.org/wiki/Halo-halo,https://upload.wikimedia.org/wikipedia/commons/3/30/Halo_halo1.jpg,haluhalo,,filipino,,,⚠️ Milk,Snack (Sweet)/Dessert
inihaw na liempo,tl-PH,Philippines,grilled marinated pork belly,,https://en.wikipedia.org/wiki/Inihaw,https://upload.wikimedia.org/wikipedia/commons/8/8b/Sinugba_na_baboy_%28inihaw_na_baboy%29_with_dipping_sauce%2C_Philippines.jpg,,,filipino,,,🐖 Pork,Main
inihaw ni bangus,tl-PH,Philippines,"whole boneless milkfish stuffed with tomatoes, and onions grilled to perfection served with sliced mango and bagoong",,,,,,filipino,,,⚠️ Fish,Main
kare-kare,tl-PH,Philippines,"a stew typically made with oxtails, vegetables and peanut sauce",,https://en.wikipedia.org/wiki/Kare-kare,https://upload.wikimedia.org/wikipedia/commons/2/2d/Kare-kare_oxtail_stew_1.jpg,,"Served with white rice and bagoong (fermented shrimp)

",filipino,,,"🐄 Beef,Peanuts",Main
lechon kawali,tl-PH,Philippines,deep fried seasoned pork belly,,https://en.wikipedia.org/wiki/Lechon_kawali,https://upload.wikimedia.org/wikipedia/commons/c/cc/Lechon_Kawali.jpg,"lechon de carajay, litsong kawali",It is usually accompanied with a dipping sauce such as sarsa ng litson (lechon sauce) made from vinegar and pork liver or toyomansi (soy sauce with calamansi),filipino,,,🐖 Pork,Main
lengua estofado,tl-PH,Philippines,sliced beef tongue with button mushrooms in tomato sauce and green olives,,,,,,filipino,,,🐄 Beef,Main
lumpia,tl-PH,"Philippines, Indonesia",a sweet or savory filling wrapped in a paper thin wrapper,spring rolls,https://en.wikipedia.org/wiki/Lumpia,https://upload.wikimedia.org/wikipedia/commons/4/43/Loenpia_Semarang.JPG,,,"pork,filipino",,,"🐖 Pork,⚠️ Soy,⚠️ Wheat",Side
lumpiang shanghai,tl-PH,Philippines,deep fried spring roll with a ground pork filling,deep fried spring roll,https://en.wikipedia.org/wiki/Lumpiang_Shanghai,https://upload.wikimedia.org/wikipedia/commons/9/95/Lumpiang_Shanghai_%28Philippines%29.jpg,"lumpia, lumpiya, filipino spring rolls",,"pork,filipino",,,"🐖 Pork,⚠️ Soy,⚠️ Wheat",Snack (Savory)
pancit bihon,tl-PH,Philippines,stir fried thin rice noodles with chicken (or some protein) and vegetables,,https://en.wikipedia.org/wiki/Pancit,https://upload.wikimedia.org/wikipedia/commons/b/b3/Pancit_Bihon_Guisado_Recipe.jpg,pansit bihon,,"filipino,noodles",,,"🍗 Poultry,🐖 Pork,⚠️ Shellfish",Main
pancit canton,tl-PH,Philippines,pan fried wheat noodles with meat and vegetables and flavored with oyster sauce and soy,,https://en.wikipedia.org/wiki/Pancit,https://upload.wikimedia.org/wikipedia/commons/e/ef/Pancit_Ilonggo_Style_-_12110747826.jpg,,,filipino,,,"🍗 Poultry,🐖 Pork,⚠️ Shellfish,⚠️ Wheat,⚠️ Soy",Main
pancit miki bihon,tl-PH,Philippines,stir fried mix of rice and egg noodles with chicken (or some protein) and vegetables,,https://en.wikipedia.org/wiki/Pancit,,pansit miki bihon,,filipino,,,"🍗 Poultry,🐖 Pork,⚠️ Shellfish,⚠️ Wheat",Main
pancit palabok,tl-PH,Philippines,"boiled rice noodles topped with a pork and shrimp sauce, sliced hard boiled eggs, crushed chicharon and chopped scallions",,https://en.wikipedia.org/wiki/Pancit,,"pancit luglug, pancit malabon",,filipino,,,"🐖 Pork,⚠️ Shellfish",Main
pastel de lengua,tl-PH,Philippines,sliced beef tongue with button mushrooms in white creamy sauce,,,,,,filipino,,,"🐄 Beef,⚠️ Milk",Main
pata tim,tl-PH,Philippines,"braised pork hock dish slow-cooked until very tender in soy sauce, black peppercorns, garlic, bay leaves, and star anise sweetened with muscovado sugar",braised pork hock,https://en.wikipedia.org/wiki/Pata_tim,https://upload.wikimedia.org/wikipedia/commons/5/54/Pata_Tim_%28braised_pork_hock%29_from_Santa_Rosa%2C_Laguna%2C_Philippines.jpg,patatim,,filipino,,,🐖 Pork,Main
patis,tl-PH,Philippines,"condiment made from the byproduct of fermentation that is made from the yellowish liquid that floats above the fermented mixture, and has a sharp salty or cheese-like flavor",,https://en.wikipedia.org/wiki/Bagoong,,,,filipino,,,⚠️ Fish,Condiment
pinakbet,tl-PH,Philippines,mixed vegetables sautéed in fish or shrimp sauce,,https://en.wikipedia.org/wiki/Pinakbet,https://upload.wikimedia.org/wikipedia/commons/6/69/Pinakbet3.jpg,,,filipino,,,"⚠️ Fish,⚠️ Shellfish",Side
sinigang na baboy,tl-PH,Philippines,"soup made with pork ribs, vegetables, and tamarind-flavored broth",,https://en.wikipedia.org/wiki/Sinigang,,,,"filipino,pork",,,🐖 Pork,Side
sinigang na bangus,tl-PH,Philippines,clear broth soup made with bangus (milkfish) and vegetables in a tamarind-flavored broth,,https://en.wikipedia.org/wiki/Sinigang,,,,filipino,,,⚠️ Fish,Side
sisig,tl-PH,"Philippines, Pampanga","dish made from pork a jowl and ears (maskara), pork belly, and chicken liver which is usually seasoned with calamansi, onions, and chili peppers",,https://en.wikipedia.org/wiki/Sisig,https://upload.wikimedia.org/wikipedia/commons/d/d7/Authentic_Kapampangan_Sisig.jpg,,,"flipino,Kapampangan",,,"🍗 Poultry,🐖 Pork",Main
tinolang manok,tl-PH,Philippines,"soup made of chicken, green papaya, fresh spinach, and ginger-flavored broth",chicken tinola,,,,,filipino,,,🍗 Poultry,Side
tocino,tl-PH,Philippines,"thin sliced pork belly cured in a mixture of sugar, salt and water",sweet cured pork,https://en.wikipedia.org/wiki/Tocino,https://upload.wikimedia.org/wikipedia/commons/c/c3/Tocino.jpg,,,"pork,filipino,pork belly",,,🐖 Pork,Main
turon,tl-PH,Philippines,"thinly sliced bananas (preferably saba or Cardaba bananas), dusted with brown sugar, rolled in a spring roll wrapper and fried till the wrapper is crisp",banana lumpia,https://en.wikipedia.org/wiki/Turon_(food),https://upload.wikimedia.org/wikipedia/commons/c/c0/0001jfPhilippine_cuisine_dishes_Baliuag_Bulacafvf_42.jpg,lumpiang saging,,filipino,,,,Snack (Sweet)/Dessert
آبگوشت بزباش,fa-IR,"Iran, Armenia, Azerbaijan","a meat stew made of mutton, beans, vegetables, onions, leeks and can be flavored with fruit and spices",bozbash,https://en.wikipedia.org/wiki/Bozbash,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bozbash_from_Iranian_%28Azeri%29_cuisine.jpg,bozbaş,,"traditional,persian,iranian,armenian,azerbaijani",,,mutton,Main
bozbaş,az-AZ,"Iran, Armenia, Azerbaijan","a meat stew made of mutton, beans, vegetables, onions, leeks and can be flavored with fruit and spices",bozbash,https://en.wikipedia.org/wiki/Bozbash,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bozbash_from_Iranian_%28Azeri%29_cuisine.jpg,آبگوشت بزباش,,"traditional,persian,iranian,armenian,azerbaijani",,,mutton,Main
აჩმა,ka-GE,"Georgia, Abkhazia",a type of khachapuri that consists of layers of dough and cheese and resembles a sauceless lasagna,achma,,,achma khachapuri,,"bread,traditional,georgian",,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
აჭარული ხაჭაპური,ka-GE,"Georgia, Adjara","boat-shaped khachapuri, with cheese, butter, and an egg yolk in the middle",adjarian khachapuri,,,,,"bread,traditional,georgian",,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
აჯაფსანდალი,ka-GE,"Georgia, Armenia","a vegetable stew consisting of onion, eggplant, tomato and bell pepper grilled, stewed, or fried in vegetable oil and seasoned with garlic, basil, coriander leaves, parsley and other seasonings",ajapsandali,https://en.wikipedia.org/wiki/Ajapsandali,https://upload.wikimedia.org/wikipedia/commons/4/46/Ajapsandali_-_Georgian_eggplant_stew.jpg,Աջափսանդալ,,"soup,stew,traditional,vegetarian,georgian,armenian",,Ajapsandali is a traditional dish of Georgia and Armenia,,Main
გურული ღვეზელი,ka-GE,"Georgia, Guria",crescent shaped baked bread filled with chopped boiled eggs and cheese,gurian pie,,,"gurian khachapuri, guruli gvezeli, christmas pie",,"bread,traditional,georgian",Christmas,Traditionally eaten only at Christmas,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
იმერული ხაჭაპური,ka-GE,"Georgia, Imereti",baked yeast dough filled with white Imeretian salted cheese,imeruli khachapuri,,,,,"bread,traditional,georgian",,The most popular type of khachapuri,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
ლობიო,ka-GE,Georgia,"prepared beans (cooked or stewed), containing coriander, walnuts, garlic and onion.",lobio,https://en.wikipedia.org/wiki/Lobio,https://upload.wikimedia.org/wikipedia/commons/8/89/Lobio_with_summer_savory_and_ajika.jpg,,Typically served with mchadi and marinated vegetables,"traditional,georgian",,"""Lobio"" means ""bean"" in Georgian. There are a wide variety of preparations and can be served hot or cold.

May contain meat.",,Main
მეგრული ხაჭაპური,ka-GE,"Georgia, Mingrelia, Samegrelo-Zemo Svaneti",baked yeast dough filled with and topped with cheese,mingrelian khachapuri,,,megrelian khachapuri,,"bread,traditional,georgian",,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
მწვადი,ka-GE,Georgia,"grilled meat skewers marinated in onions, herbs and spices",mtsvadi,,,,,"traditional,georgian",,Pork is a common meat used in mtsvadi but it can also be made with other meats such as chicken.,"🐖 Pork,🍗 Poultry",Main
მჭადი,ka-GE,Georgia,fried flatbread made of cornmeal dough,mchadi,https://en.wikipedia.org/wiki/Mchadi,https://upload.wikimedia.org/wikipedia/commons/1/13/Mchadi_2.jpg,cornbread,Traditionally eaten with lobio and cheese,"traditional,georgian",,,,Side
ფხალი,ka-GE,Georgia,"dish of chopped and minced vegetables, made of cabbage, eggplant, spinach, beans, beets and combined with ground walnuts, vinegar, onions, garlic, and herbs",pkhali,https://en.wikipedia.org/wiki/Pkhali,https://upload.wikimedia.org/wikipedia/commons/b/ba/Cabbage_pkhali.jpg,mkhali,,"traditional,georgian",,"In Georgian restaurants, pkhali is usually served in three types: Spinach, beetroot and white beans.

The common ingredient of all types of pkhali is puréed walnut sauce.",⚠️ Tree Nut,Side
ჩაქაფული,ka-GE,Georgia,"a stew made from lamb chops or veal, onions, tarragon leaves, cherry plums or tkemali (cherry plum sauce), dry white wine, mixed fresh herbs (parsley, mint, dill, coriander), garlic and salt",chakapuli,https://en.wikipedia.org/wiki/Chakapuli,https://upload.wikimedia.org/wikipedia/commons/b/b0/Chakapuli.jpg,,,"traditional,georgian",,,lamb,Main
ჩახოხბილი,ka-GE,Georgia,"stew made with chicken, tomatoes and herbs",chakhokhbili,https://en.wikipedia.org/wiki/Chakhokhbili,https://upload.wikimedia.org/wikipedia/commons/6/60/%D0%A7%D0%B0%D1%85%D0%BE%D1%85%D0%B1%D0%B8%D0%BB%D0%B8.JPG,chahohbili,,"soup,traditional,stew,georgian",,,🍗 Poultry,Main
ჩურჩხელა,ka-GE,Georgia,"candle shaped candy made of grape must, nuts and flour",churchkhela,https://en.wikipedia.org/wiki/Churchkhela,https://upload.wikimedia.org/wikipedia/commons/c/c8/Kakheti%2C_Georgia_%E2%80%94_Churchkhela.jpg,,,"traditional,georgian",,Is also eaten as a dessert during New Years and Christmas,"⚠️ Tree Nut,⚠️ Wheat",Snack (Sweet)/Dessert
ხაბიზგინა,ka-GE,"Georgia, Osuri",baked bread filled with cheese and potatoes,khabizgina,,,"ossetian khachapuri, ossetian cheese and potato bread",,"bread,traditional,georgian",,,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
ხარჩო,ka-GE,Georgia,"a soup containing beef, rice, cherry plum purée and chopped walnuts",kharcho,https://en.wikipedia.org/wiki/Kharcho,https://upload.wikimedia.org/wikipedia/commons/8/8d/Kharcho_soup_of_beef_with_walnuts_and_rice%2C_Georgian_cuisine_%282%29.jpg,harcho,,"traditional,soup,georgian",,,"⚠️ Tree Nut,🐄 Beef,rice",Side
ხაჭაპური,ka-GE,Georgia,baked bread with a cheese filling,khachapuri,https://en.wikipedia.org/wiki/Khachapuri,https://upload.wikimedia.org/wikipedia/commons/b/b7/Adjarian_khachapuri_in_an_oven.png,,The bread crust is torn off and dipped in the cheese,"bread,traditional,georgian",,It is Georgia's national dish.,"⚠️ Egg,⚠️ Milk,⚠️ Wheat",Main
ხინკალი,ka-GE,Georgia,"a dumpling made of twisted knobs of wheat dough and stuffed with meat, fish or vegetables and spices",khinkali,https://en.wikipedia.org/wiki/Khinkali,https://upload.wikimedia.org/wikipedia/commons/d/df/Khinkali%2C_Restaurant_Aragvi.jpg,"hinkali, xinkali","Khinkali should be eaten with your hands. Similarly to xiao long bao, the soup should be drunk first before the rest of the khinkali is eaten.

Pick up the khinkali and make a small bite in such a way the soup does not run out. Drink the soup and then eat the rest of the dumpling except for the top. The 'tail' or the top of the khinkali, where the pleats meet, is tough and should be left on your plate.","dumpling,traditional,georgian",,,"🐖 Pork,⚠️ Milk  ⚠️ Wheat,🐄 Beef",Main
